unit_id,doc_overall-truthfulness_value,doc_correctness_value
unit_10,-2.0,-2.0
unit_10,-1.0,0.0
unit_12,-1.0,-1.0
unit_12,1.0,2.0
unit_12,-2.0,-1.0
unit_12,-2.0,1.0
unit_12,-1.0,-1.0
unit_12,1.0,1.0
unit_12,1.0,-1.0
unit_12,1.0,-1.0
unit_12,1.0,1.0
unit_12,-2.0,-1.0
unit_12,1.0,1.0
unit_14,1.0,0.0
unit_14,1.0,1.0
unit_14,0.0,1.0
unit_14,0.0,0.0
unit_14,1.0,0.0
unit_14,1.0,2.0
unit_14,1.0,0.0
unit_14,2.0,1.0
unit_14,1.0,1.0
unit_14,2.0,0.0
unit_14,1.0,2.0
unit_16,2.0,1.0
unit_16,1.0,1.0
unit_16,1.0,1.0
unit_16,1.0,0.0
unit_16,1.0,1.0
unit_16,2.0,2.0
unit_16,1.0,1.0
unit_16,1.0,0.0
unit_16,1.0,1.0
unit_16,0.0,0.0
unit_16,1.0,0.0
unit_18,-1.0,1.0
unit_18,-2.0,-1.0
unit_18,1.0,2.0
unit_18,1.0,0.0
unit_18,1.0,1.0
unit_18,1.0,1.0
unit_18,1.0,0.0
unit_18,-2.0,0.0
unit_18,-1.0,0.0
unit_18,-1.0,0.0
unit_18,-1.0,0.0
unit_20,-1.0,-1.0
unit_20,-1.0,-1.0
unit_20,-1.0,-1.0
unit_20,0.0,0.0
unit_20,-1.0,0.0
unit_20,0.0,0.0
unit_20,0.0,0.0
unit_20,-1.0,-1.0
unit_20,-1.0,-1.0
unit_20,-1.0,-1.0
unit_20,-1.0,-1.0
unit_22,2.0,1.0
unit_22,1.0,0.0
unit_22,0.0,1.0
unit_22,0.0,2.0
unit_22,0.0,2.0
unit_22,2.0,0.0
unit_22,1.0,-1.0
unit_22,1.0,2.0
unit_22,1.0,-1.0
unit_22,1.0,2.0
unit_22,1.0,-1.0
unit_24,2.0,-1.0
unit_24,-2.0,0.0
unit_24,1.0,1.0
unit_24,0.0,-2.0
unit_24,1.0,0.0
